model,prompt,test_name,cwe,tp,fp,tn,fn
DeepSeek-V3-0324,zero-shot,BenchmarkTest01686.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01687.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01688.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01689.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01690.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01691.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01692.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01693.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01694.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01695.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01696.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01697.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01698.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01699.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01700.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01701.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01702.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01703.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01704.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01705.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01706.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01707.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01712.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01713.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01714.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01715.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01716.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01717.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01718.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01719.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01720.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01721.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01722.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01723.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01724.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01725.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01726.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01727.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01728.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01729.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01730.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01731.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01732.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01733.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01734.java,CWE-643,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01735.java,CWE-643,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01736.java,CWE-643,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01737.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01738.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01739.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01740.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01741.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01742.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01743.java,CWE-90,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01744.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01745.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01746.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01747.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01748.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01749.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01750.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01751.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01752.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01753.java,CWE-90,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01754.java,CWE-90,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01755.java,CWE-90,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01756.java,CWE-90,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01757.java,CWE-328,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01758.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01759.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01760.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01761.java,CWE-328,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01762.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01763.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01764.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01765.java,CWE-328,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01766.java,CWE-328,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01767.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01768.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01769.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01770.java,CWE-79,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01771.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01772.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01773.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01774.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01775.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01776.java,CWE-79,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01777.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01778.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01779.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01780.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01781.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01782.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01783.java,CWE-330,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01784.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01785.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01786.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01787.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01788.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01789.java,CWE-614,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01790.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01791.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01792.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01793.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01794.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01795.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01796.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01797.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01798.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01799.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01800.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01801.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01803.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01804.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01805.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01806.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01807.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01808.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01809.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01810.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01811.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01812.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01813.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01814.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01815.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01816.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01817.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01818.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01819.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01820.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01821.java,CWE-643,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01822.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01823.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01824.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01825.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01826.java,CWE-327,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01827.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01828.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01829.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01830.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01831.java,CWE-90,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01832.java,CWE-90,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01833.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01834.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01835.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01836.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01837.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01838.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01839.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01840.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01841.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01842.java,CWE-330,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01843.java,CWE-330,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01844.java,CWE-328,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01845.java,CWE-328,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01846.java,CWE-328,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01847.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01848.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01849.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01850.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01851.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01852.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01853.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01854.java,CWE-330,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01855.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01856.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01857.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01858.java,CWE-330,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01859.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01860.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01861.java,CWE-614,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01862.java,CWE-614,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01863.java,CWE-614,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01864.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01865.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01866.java,CWE-330,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01867.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01868.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01869.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01870.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01871.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01877.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01878.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01879.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01880.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01881.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01882.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01883.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01884.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01885.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01886.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01887.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01888.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01889.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01890.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01891.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01892.java,CWE-643,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01893.java,CWE-643,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01894.java,CWE-643,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01895.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01896.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01897.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01898.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01899.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01900.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01901.java,CWE-327,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01902.java,CWE-90,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01903.java,CWE-90,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01904.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01905.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01906.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01907.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01908.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01909.java,CWE-90,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01910.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01911.java,CWE-328,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01912.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01913.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01914.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01915.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01916.java,CWE-79,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01917.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01918.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01919.java,CWE-79,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01920.java,CWE-79,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01921.java,CWE-79,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01922.java,CWE-79,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01923.java,CWE-79,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01924.java,CWE-79,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01925.java,CWE-79,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01926.java,CWE-79,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01927.java,CWE-79,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01928.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01929.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01930.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01931.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01932.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01933.java,CWE-330,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01934.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01935.java,CWE-614,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01936.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01937.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01938.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01939.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01940.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01941.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01942.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01943.java,CWE-78,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01944.java,CWE-78,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01945.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01946.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01947.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01948.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01949.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01950.java,CWE-330,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01951.java,CWE-330,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01952.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01953.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01954.java,CWE-330,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01961.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01962.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01963.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01964.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01965.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01966.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01967.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01968.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01969.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01970.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01971.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01972.java,CWE-89,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01973.java,CWE-89,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01974.java,CWE-643,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01975.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01976.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01977.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01978.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01979.java,CWE-327,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01980.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01981.java,CWE-327,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01982.java,CWE-327,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01983.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01984.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01985.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01986.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01987.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01988.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01989.java,CWE-22,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01990.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01991.java,CWE-22,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01992.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01993.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01994.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01995.java,CWE-328,0,0,1,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01996.java,CWE-328,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01997.java,CWE-328,0,0,0,1
DeepSeek-V3-0324,zero-shot,BenchmarkTest01998.java,CWE-328,0,1,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest01999.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest02000.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest02001.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest02002.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest02003.java,CWE-330,1,0,0,0
DeepSeek-V3-0324,zero-shot,BenchmarkTest02004.java,CWE-330,1,0,0,0
