file_name,error,cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00562.java,0,"CWE-352,CWE-200,CWE-330,CWE-79",857,0.0021425,0,0.0,17,0.00017,0.0023125,4.038916349411011
BenchmarkTest00552.java,0,"CWE-79,CWE-116,CWE-200",493,0.0012325,0,0.0,13,0.00013,0.0013625,4.753328084945679
BenchmarkTest00538.java,0,"CWE-22,CWE-79,CWE-89,CWE-327,CWE-502,CWE-601,CWE-918",978,0.002445,0,0.0,29,0.00029,0.002735,5.793032169342041
BenchmarkTest00571.java,0,"CWE-78,CWE-88,CWE-117",567,0.0014175,0,0.0,13,0.00013,0.0015474999999999998,4.246953010559082
BenchmarkTest00543.java,0,"CWE-79,CWE-116,CWE-20",485,0.0012125,0,0.0,13,0.00013,0.0013425,6.188327074050903
BenchmarkTest00564.java,0,"CWE-330,CWE-352,CWE-79",773,0.0019325,0,0.0,13,0.00013,0.0020625,4.536092758178711
BenchmarkTest00566.java,0,"CWE-614,CWE-79,CWE-20,CWE-200",653,0.0016325,0,0.0,17,0.00017,0.0018025,4.390279054641724
BenchmarkTest00578.java,0,"CWE-79,CWE-352,CWE-200,CWE-539",899,0.0022475,0,0.0,17,0.00017,0.0024175,3.779834747314453
BenchmarkTest00583.java,0,"CWE-79,CWE-565,CWE-327,CWE-200",859,0.0021475,0,0.0,17,0.00017,0.0023175,3.3769519329071045
BenchmarkTest00551.java,0,CWE-79,408,0.00102,0,0.0,5,5e-05,0.00107,5.84454083442688
BenchmarkTest00570.java,0,"CWE-78,CWE-88",594,0.001485,0,0.0,9,9e-05,0.001575,4.813407897949219
BenchmarkTest00573.java,0,"CWE-78,CWE-88",508,0.00127,0,0.0,9,9e-05,0.00136,4.591036081314087
BenchmarkTest00556.java,0,"CWE-79,CWE-116",493,0.0012325,0,0.0,9,9e-05,0.0013225,5.673150062561035
BenchmarkTest00554.java,0,"CWE-79,CWE-113",441,0.0011025,0,0.0,9,9e-05,0.0011925,5.780975103378296
BenchmarkTest00589.java,0,CWE-89,621,0.0015525,0,0.0,5,5e-05,0.0016025,3.714662790298462
BenchmarkTest00541.java,0,"CWE-79,CWE-117,CWE-113",471,0.0011775,0,0.0,13,0.00013,0.0013074999999999999,6.762844562530518
BenchmarkTest00590.java,0,"CWE-89,CWE-601,CWE-22",580,0.00145,0,0.0,13,0.00013,0.0015799999999999998,3.4406886100769043
BenchmarkTest00548.java,0,"CWE-79,CWE-117,CWE-20,CWE-807",665,0.0016625,0,0.0,17,0.00017,0.0018325,6.128979444503784
BenchmarkTest00542.java,0,"CWE-79,CWE-116,CWE-20",518,0.001295,0,0.0,13,0.00013,0.0014249999999999998,6.781554937362671
BenchmarkTest00569.java,0,"CWE-78,CWE-88,CWE-20,CWE-117",859,0.0021475,0,0.0,17,0.00017,0.0023175,4.8564605712890625
BenchmarkTest00585.java,0,"CWE-565,CWE-352,CWE-200",838,0.002095,0,0.0,13,0.00013,0.002225,3.789966583251953
BenchmarkTest00582.java,0,"CWE-352,CWE-565,CWE-79,CWE-200",877,0.0021925,0,0.0,17,0.00017,0.0023625,4.026679754257202
BenchmarkTest00536.java,0,"CWE-327,CWE-22,CWE-79,CWE-117",842,0.002105,0,0.0,17,0.00017,0.002275,6.930237054824829
BenchmarkTest00574.java,0,"CWE-78,CWE-88",542,0.001355,0,0.0,9,9e-05,0.001445,4.564948797225952
BenchmarkTest00593.java,0,"CWE-89,CWE-601,CWE-22,CWE-78",650,0.001625,0,0.0,17,0.00017,0.001795,2.712256908416748
BenchmarkTest00575.java,0,"CWE-78,CWE-88",617,0.0015425,0,0.0,9,9e-05,0.0016325,4.512310028076172
BenchmarkTest00594.java,0,"CWE-89,CWE-601",622,0.001555,0,0.0,9,9e-05,0.001645,2.709851026535034
BenchmarkTest00579.java,0,"CWE-79,CWE-327,CWE-200,CWE-352,CWE-16",911,0.0022775,0,0.0,21,0.00021,0.0024875,4.337065935134888
BenchmarkTest00563.java,0,"CWE-330,CWE-352,CWE-79",750,0.001875,0,0.0,13,0.00013,0.002005,5.162670612335205
BenchmarkTest00592.java,0,"CWE-89,CWE-22,CWE-79",792,0.00198,0,0.0,13,0.00013,0.00211,2.7258663177490234
BenchmarkTest00584.java,0,"CWE-79,CWE-352,CWE-539,CWE-565",913,0.0022825,0,0.0,17,0.00017,0.0024525,3.9099299907684326
BenchmarkTest00581.java,0,"CWE-327,CWE-79,CWE-200",819,0.0020475,0,0.0,13,0.00013,0.0021774999999999997,4.116748809814453
BenchmarkTest00591.java,0,"CWE-89,CWE-601,CWE-22,CWE-79",558,0.001395,0,0.0,17,0.00017,0.001565,3.6668107509613037
BenchmarkTest00580.java,0,"CWE-79,CWE-327,CWE-539,CWE-565,CWE-200",855,0.0021375,0,0.0,21,0.00021,0.0023475,4.5928943157196045
BenchmarkTest00572.java,0,"CWE-78,CWE-88,CWE-117",566,0.001415,0,0.0,13,0.00013,0.001545,5.190242290496826
BenchmarkTest00602.java,0,CWE-89,570,0.001425,0,0.0,5,5e-05,0.001475,1.979203462600708
BenchmarkTest00597.java,0,"CWE-89,CWE-79",629,0.0015725,0,0.0,9,9e-05,0.0016625,2.555274248123169
BenchmarkTest00595.java,0,"CWE-89,CWE-601,CWE-22,CWE-209",566,0.001415,0,0.0,17,0.00017,0.001585,2.6031854152679443
BenchmarkTest00598.java,0,"CWE-89,CWE-73,CWE-117,CWE-20",623,0.0015575,0,0.0,17,0.00017,0.0017275,2.6239540576934814
BenchmarkTest00604.java,0,"CWE-89,CWE-73,CWE-327",560,0.0014,0,0.0,13,0.00013,0.00153,2.121744394302368
BenchmarkTest00596.java,0,"CWE-89,CWE-601",668,0.00167,0,0.0,9,9e-05,0.00176,2.694790840148926
BenchmarkTest00535.java,0,"CWE-22,CWE-79,CWE-311,CWE-327,CWE-502",860,0.00215,0,0.0,21,0.00021,0.00236,7.979956865310669
BenchmarkTest00601.java,0,"CWE-89,CWE-601",544,0.00136,0,0.0,9,9e-05,0.0014500000000000001,2.1486408710479736
BenchmarkTest00611.java,0,"CWE-327,CWE-22,CWE-79,CWE-117",1152,0.00288,0,0.0,17,0.00017,0.00305,2.181436538696289
BenchmarkTest00600.java,0,"CWE-89,CWE-601,CWE-117",625,0.0015625,0,0.0,13,0.00013,0.0016925,2.2497212886810303
BenchmarkTest00608.java,0,"CWE-327,CWE-117,CWE-22,CWE-79,CWE-73",1184,0.00296,0,0.0,21,0.00021,0.00317,2.2684409618377686
BenchmarkTest00607.java,0,"CWE-89,CWE-79,CWE-611,CWE-22",680,0.0017,0,0.0,17,0.00017,0.00187,2.298396110534668
BenchmarkTest00603.java,0,"CWE-89,CWE-601,CWE-22,CWE-79",538,0.001345,0,0.0,17,0.00017,0.001515,2.3070366382598877
BenchmarkTest00606.java,0,"CWE-89,CWE-601,CWE-22,CWE-79",539,0.0013475,0,0.0,17,0.00017,0.0015175,2.313034772872925
BenchmarkTest00610.java,0,"CWE-327,CWE-22,CWE-79,CWE-89,CWE-552,CWE-117",1355,0.0033875,0,0.0,25,0.00025,0.0036375,2.2737770080566406
BenchmarkTest00605.java,0,"CWE-89,CWE-601,CWE-117",537,0.0013425,0,0.0,13,0.00013,0.0014724999999999999,2.417487859725952
BenchmarkTest00609.java,0,"CWE-327,CWE-22,CWE-79,CWE-502,CWE-117",1147,0.0028675,0,0.0,21,0.00021,0.0030775,2.4458577632904053
BenchmarkTest00599.java,0,"CWE-89,CWE-79",767,0.0019175,0,0.0,9,9e-05,0.0020074999999999997,2.486072301864624
BenchmarkTest00617.java,0,"CWE-327,CWE-22,CWE-79,CWE-552",826,0.002065,0,0.0,17,0.00017,0.002235,2.5617780685424805
BenchmarkTest00612.java,0,"CWE-22,CWE-79,CWE-312,CWE-327,CWE-502",1111,0.0027775,0,0.0,21,0.00021,0.0029875,2.642899990081787
BenchmarkTest00616.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502",820,0.00205,0,0.0,21,0.00021,0.0022600000000000003,2.664811134338379
BenchmarkTest00614.java,0,"CWE-327,CWE-22,CWE-79,CWE-117",881,0.0022025,0,0.0,17,0.00017,0.0023725,3.1533989906311035
BenchmarkTest00615.java,0,"CWE-327,CWE-22,CWE-79,CWE-552,CWE-117",918,0.002295,0,0.0,21,0.00021,0.0025050000000000003,3.254866600036621
BenchmarkTest00622.java,0,"CWE-22,CWE-73",512,0.00128,0,0.0,9,9e-05,0.0013700000000000001,3.0005249977111816
BenchmarkTest00620.java,0,"CWE-22,CWE-73",500,0.00125,0,0.0,9,9e-05,0.00134,3.0254552364349365
BenchmarkTest00618.java,0,"CWE-327,CWE-22,CWE-79,CWE-117",825,0.0020625,0,0.0,17,0.00017,0.0022325,3.070737838745117
BenchmarkTest00621.java,0,"CWE-22,CWE-73",667,0.0016675,0,0.0,9,9e-05,0.0017575,3.0832507610321045
BenchmarkTest00625.java,0,"CWE-22,CWE-78",502,0.001255,0,0.0,9,9e-05,0.001345,3.3976986408233643
BenchmarkTest00630.java,0,"CWE-90,CWE-79",794,0.001985,0,0.0,9,9e-05,0.0020749999999999996,3.3957502841949463
BenchmarkTest00629.java,0,"CWE-22,CWE-73",614,0.001535,0,0.0,9,9e-05,0.001625,3.4220974445343018
BenchmarkTest00640.java,0,"CWE-327,CWE-22,CWE-79,CWE-502",762,0.001905,0,0.0,17,0.00017,0.002075,3.4736077785491943
BenchmarkTest00634.java,0,"CWE-22,CWE-79,CWE-327,CWE-502,CWE-73",814,0.002035,0,0.0,21,0.00021,0.002245,3.501830816268921
BenchmarkTest00639.java,0,"CWE-327,CWE-22,CWE-79,CWE-502,CWE-117",783,0.0019575,0,0.0,21,0.00021,0.0021675,3.5081381797790527
BenchmarkTest00642.java,0,"CWE-79,CWE-16",407,0.0010175,0,0.0,9,9e-05,0.0011075,3.2027549743652344
BenchmarkTest00641.java,0,"CWE-327,CWE-22,CWE-79,CWE-502,CWE-117",766,0.001915,0,0.0,21,0.00021,0.002125,3.3853542804718018
BenchmarkTest00644.java,0,"CWE-79,CWE-116",348,0.00087,0,0.0,9,9e-05,0.00096,2.9539544582366943
BenchmarkTest00654.java,0,"CWE-330,CWE-79,CWE-352",742,0.001855,0,0.0,13,0.00013,0.0019850000000000002,2.883295774459839
BenchmarkTest00619.java,0,"CWE-22,CWE-73",498,0.001245,0,0.0,9,9e-05,0.001335,4.135321855545044
BenchmarkTest00632.java,0,"CWE-22,CWE-79,CWE-327,CWE-502,CWE-117",817,0.0020425,0,0.0,21,0.00021,0.0022525,4.146973609924316
BenchmarkTest00628.java,0,"CWE-22,CWE-73,CWE-78",695,0.0017375,0,0.0,13,0.00013,0.0018674999999999998,4.166534662246704
BenchmarkTest00636.java,0,"CWE-327,CWE-22,CWE-73,CWE-502",761,0.0019025,0,0.0,17,0.00017,0.0020724999999999997,4.288863897323608
BenchmarkTest00635.java,0,"CWE-327,CWE-22,CWE-73,CWE-79,CWE-117",764,0.00191,0,0.0,21,0.00021,0.00212,4.368145942687988
BenchmarkTest00613.java,0,"CWE-22,CWE-78,CWE-79,CWE-89,CWE-327,CWE-552,CWE-732",873,0.0021825,0,0.0,29,0.00029,0.0024725,5.060310363769531
BenchmarkTest00643.java,0,"CWE-79,CWE-16",363,0.0009075,0,0.0,9,9e-05,0.0009975,4.020240783691406
BenchmarkTest00638.java,0,"CWE-22,CWE-256,CWE-327,CWE-79",742,0.001855,0,0.0,17,0.00017,0.002025,4.515995740890503
BenchmarkTest00633.java,0,"CWE-22,CWE-78,CWE-79,CWE-89,CWE-117,CWE-256,CWE-327,CWE-502,CWE-601,CWE-918",890,0.002225,0,0.0,41,0.00041,0.002635,4.558772802352905
BenchmarkTest00646.java,0,CWE-79,404,0.00101,0,0.0,5,5e-05,0.00106,3.6956121921539307
BenchmarkTest00648.java,0,CWE-79,349,0.0008725,0,0.0,5,5e-05,0.0009225,3.7030117511749268
BenchmarkTest00662.java,0,"CWE-327,CWE-352,CWE-79,CWE-539",781,0.0019525,0,0.0,17,0.00017,0.0021225000000000003,2.803065538406372
BenchmarkTest00637.java,0,"CWE-327,CWE-22,CWE-79,CWE-117",720,0.0018,0,0.0,17,0.00017,0.00197,4.7822346687316895
BenchmarkTest00664.java,0,"CWE-79,CWE-327,CWE-565,CWE-200,CWE-16",972,0.00243,0,0.0,21,0.00021,0.00264,2.7507333755493164
BenchmarkTest00653.java,0,"CWE-330,CWE-352,CWE-79",705,0.0017625,0,0.0,13,0.00013,0.0018924999999999999,3.6717398166656494
BenchmarkTest00656.java,0,"CWE-79,CWE-116",372,0.00093,0,0.0,9,9e-05,0.00102,3.643345594406128
BenchmarkTest00658.java,0,"CWE-78,CWE-88",478,0.001195,0,0.0,9,9e-05,0.0012850000000000001,3.6391279697418213
BenchmarkTest00659.java,0,"CWE-78,CWE-88",559,0.0013975,0,0.0,9,9e-05,0.0014875,3.6008739471435547
BenchmarkTest00655.java,0,"CWE-20,CWE-113,CWE-117,CWE-327",595,0.0014875,0,0.0,17,0.00017,0.0016575000000000001,3.7133285999298096
BenchmarkTest00657.java,0,"CWE-78,CWE-88",547,0.0013675,0,0.0,9,9e-05,0.0014575,3.7088513374328613
BenchmarkTest00660.java,0,"CWE-327,CWE-352,CWE-200",775,0.0019375,0,0.0,13,0.00013,0.0020675,3.695077419281006
BenchmarkTest00661.java,0,"CWE-79,CWE-565,CWE-311,CWE-352",776,0.00194,0,0.0,17,0.00017,0.00211,3.845341205596924
BenchmarkTest00663.java,0,"CWE-79,CWE-327,CWE-352,CWE-200",821,0.0020525,0,0.0,17,0.00017,0.0022225,3.3772571086883545
BenchmarkTest00627.java,0,"CWE-22,CWE-73,CWE-78",508,0.00127,0,0.0,13,0.00013,0.0014,5.800113916397095
BenchmarkTest00623.java,0,"CWE-22,CWE-73,CWE-78",465,0.0011625,0,0.0,13,0.00013,0.0012924999999999998,5.913775444030762
BenchmarkTest00666.java,0,"CWE-79,CWE-352,CWE-565,CWE-539",799,0.0019975,0,0.0,17,0.00017,0.0021675,3.2744176387786865
BenchmarkTest00624.java,0,"CWE-22,CWE-73,CWE-78",493,0.0012325,0,0.0,13,0.00013,0.0013625,5.960309028625488
BenchmarkTest00626.java,0,"CWE-22,CWE-73",532,0.00133,0,0.0,9,9e-05,0.00142,5.991906404495239
BenchmarkTest00665.java,0,"CWE-79,CWE-352,CWE-565,CWE-200",768,0.00192,0,0.0,17,0.00017,0.00209,3.4967305660247803
BenchmarkTest00631.java,0,"CWE-327,CWE-22,CWE-79,CWE-502",824,0.00206,0,0.0,17,0.00017,0.00223,6.084556341171265
BenchmarkTest00672.java,0,CWE-89,472,0.00118,0,0.0,5,5e-05,0.00123,3.167522430419922
BenchmarkTest00673.java,0,"CWE-89,CWE-22,CWE-79",481,0.0012025,0,0.0,13,0.00013,0.0013325,3.2181928157806396
BenchmarkTest00667.java,0,"CWE-79,CWE-327,CWE-352,CWE-200",770,0.001925,0,0.0,17,0.00017,0.002095,3.334848642349243
BenchmarkTest00674.java,0,"CWE-89,CWE-22,CWE-79",709,0.0017725,0,0.0,13,0.00013,0.0019025,3.2901363372802734
BenchmarkTest00651.java,0,"CWE-79,CWE-113",395,0.0009875,0,0.0,9,9e-05,0.0010775000000000001,5.320795774459839
BenchmarkTest00649.java,0,"CWE-79,CWE-16",352,0.00088,0,0.0,9,9e-05,0.00097,5.695107936859131
BenchmarkTest00647.java,0,"CWE-79,CWE-16",346,0.000865,0,0.0,9,9e-05,0.000955,5.7753822803497314
BenchmarkTest00645.java,0,"CWE-79,CWE-116,CWE-20",378,0.000945,0,0.0,13,0.00013,0.001075,6.013843297958374
BenchmarkTest00652.java,0,"CWE-79,CWE-352,CWE-200,CWE-330,CWE-16",740,0.00185,0,0.0,21,0.00021,0.00206,5.706722021102905
BenchmarkTest00650.java,0,"CWE-79,CWE-116,CWE-20,CWE-113",571,0.0014275,0,0.0,17,0.00017,0.0015975,5.841307640075684
BenchmarkTest00675.java,0,"CWE-89,CWE-601",493,0.0012325,0,0.0,9,9e-05,0.0013225,3.611677646636963
BenchmarkTest00676.java,0,"CWE-89,CWE-601,CWE-209",498,0.001245,0,0.0,13,0.00013,0.001375,3.6766371726989746
BenchmarkTest00680.java,0,"CWE-89,CWE-601",538,0.001345,0,0.0,9,9e-05,0.001435,3.5899100303649902
BenchmarkTest00677.java,0,"CWE-89,CWE-73,CWE-327,CWE-79",652,0.00163,0,0.0,17,0.00017,0.0018,3.6885359287261963
BenchmarkTest00678.java,0,"CWE-89,CWE-79",514,0.001285,0,0.0,9,9e-05,0.001375,3.6948652267456055
BenchmarkTest00679.java,0,"CWE-89,CWE-79",530,0.001325,0,0.0,9,9e-05,0.001415,3.6884400844573975
BenchmarkTest00681.java,0,CWE-89,436,0.00109,0,0.0,5,5e-05,0.00114,3.6578283309936523
BenchmarkTest00683.java,0,"CWE-643,CWE-611",695,0.0017375,0,0.0,9,9e-05,0.0018275,3.604844808578491
BenchmarkTest00682.java,0,"CWE-89,CWE-601,CWE-209",518,0.001295,0,0.0,13,0.00013,0.0014249999999999998,3.7644472122192383
BenchmarkTest00684.java,0,"CWE-327,CWE-22,CWE-79,CWE-117",1127,0.0028175,0,0.0,17,0.00017,0.0029875,3.6658425331115723
BenchmarkTest00698.java,0,"CWE-22,CWE-78",440,0.0011,0,0.0,9,9e-05,0.00119,3.08467960357666
BenchmarkTest00694.java,0,CWE-90,674,0.001685,0,0.0,5,5e-05,0.001735,3.298308849334717
BenchmarkTest00696.java,0,"CWE-22,CWE-73",513,0.0012825,0,0.0,9,9e-05,0.0013725,3.1985349655151367
BenchmarkTest00685.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502",1173,0.0029325,0,0.0,21,0.00021,0.0031425000000000003,3.9033663272857666
BenchmarkTest00686.java,0,"CWE-22,CWE-79,CWE-117,CWE-327,CWE-502,CWE-921",1119,0.0027975,0,0.0,25,0.00025,0.0030475,3.9296748638153076
BenchmarkTest00687.java,0,"CWE-22,CWE-79,CWE-117,CWE-256,CWE-502,CWE-327",1103,0.0027575,0,0.0,25,0.00025,0.0030074999999999998,3.908071279525757
BenchmarkTest00692.java,0,"CWE-327,CWE-22,CWE-256,CWE-79",821,0.0020525,0,0.0,17,0.00017,0.0022225,3.6056015491485596
BenchmarkTest00691.java,0,"CWE-327,CWE-117,CWE-79,CWE-22,CWE-73",875,0.0021875,0,0.0,21,0.00021,0.0023975000000000003,3.8017327785491943
BenchmarkTest00688.java,0,"CWE-327,CWE-117,CWE-79,CWE-22,CWE-502",1213,0.0030325,0,0.0,21,0.00021,0.0032425,3.9589831829071045
BenchmarkTest00699.java,0,"CWE-22,CWE-73",499,0.0012475,0,0.0,9,9e-05,0.0013375,3.5170938968658447
BenchmarkTest00695.java,0,"CWE-90,CWE-79",759,0.0018975,0,0.0,9,9e-05,0.0019875,3.6482651233673096
BenchmarkTest00702.java,0,"CWE-338,CWE-79,CWE-200,CWE-201",741,0.0018525,0,0.0,17,0.00017,0.0020225,3.4663217067718506
BenchmarkTest00697.java,0,"CWE-22,CWE-73,CWE-79",455,0.0011375,0,0.0,13,0.00013,0.0012675,3.627943277359009
BenchmarkTest00689.java,0,"CWE-22,CWE-78,CWE-89,CWE-256,CWE-327,CWE-502,CWE-601,CWE-798",1001,0.0025025,0,0.0,33,0.00033,0.0028325,4.054148435592651
BenchmarkTest00693.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502,CWE-73",846,0.002115,0,0.0,25,0.00025,0.002365,3.889436960220337
BenchmarkTest00700.java,0,"CWE-22,CWE-73",504,0.00126,0,0.0,9,9e-05,0.00135,3.612722635269165
BenchmarkTest00704.java,0,"CWE-22,CWE-79,CWE-327,CWE-502,CWE-117",827,0.0020675,0,0.0,21,0.00021,0.0022775,3.6074817180633545
BenchmarkTest00701.java,0,"CWE-90,CWE-79,CWE-74",930,0.002325,0,0.0,13,0.00013,0.0024549999999999997,3.671886682510376
BenchmarkTest00703.java,0,"CWE-327,CWE-117,CWE-22,CWE-79",858,0.002145,0,0.0,17,0.00017,0.0023150000000000002,3.6993513107299805
BenchmarkTest00705.java,0,"CWE-327,CWE-22,CWE-79,CWE-117",846,0.002115,0,0.0,17,0.00017,0.002285,3.662297487258911
BenchmarkTest00706.java,0,"CWE-22,CWE-256,CWE-78,CWE-73",760,0.0019,0,0.0,17,0.00017,0.00207,3.9657530784606934
BenchmarkTest00710.java,0,"CWE-22,CWE-256,CWE-79,CWE-73,CWE-502",741,0.0018525,0,0.0,21,0.00021,0.0020625,3.261033058166504
BenchmarkTest00690.java,0,"CWE-22,CWE-79,CWE-89,CWE-327,CWE-502,CWE-117",859,0.0021475,0,0.0,25,0.00025,0.0023975000000000003,4.748260498046875
BenchmarkTest00707.java,0,"CWE-22,CWE-78,CWE-79,CWE-89,CWE-327,CWE-552,CWE-601",779,0.0019475,0,0.0,29,0.00029,0.0022375,3.8025684356689453
BenchmarkTest00713.java,0,"CWE-79,CWE-116,CWE-20",355,0.0008875,0,0.0,13,0.00013,0.0010175,4.741550445556641
BenchmarkTest00715.java,0,"CWE-79,CWE-116",342,0.000855,0,0.0,9,9e-05,0.000945,5.0822436809539795
BenchmarkTest00716.java,0,"CWE-79,CWE-116,CWE-113",367,0.0009175,0,0.0,13,0.00013,0.0010475,5.003856658935547
BenchmarkTest00718.java,0,"CWE-79,CWE-116,CWE-20",369,0.0009225,0,0.0,13,0.00013,0.0010525,4.917083740234375
BenchmarkTest00717.java,0,"CWE-79,CWE-117,CWE-20",589,0.0014725,0,0.0,13,0.00013,0.0016025,4.945011377334595
BenchmarkTest00726.java,0,"CWE-79,CWE-16",336,0.00084,0,0.0,9,9e-05,0.00093,4.750200033187866
BenchmarkTest00712.java,0,"CWE-79,CWE-116",431,0.0010775,0,0.0,9,9e-05,0.0011675,5.8617658615112305
BenchmarkTest00727.java,0,"CWE-79,CWE-116,CWE-614",360,0.0009,0,0.0,13,0.00013,0.0010299999999999999,4.71908164024353
BenchmarkTest00721.java,0,"CWE-79,CWE-116,CWE-20",419,0.0010475,0,0.0,13,0.00013,0.0011775,5.0858728885650635
BenchmarkTest00725.java,0,"CWE-79,CWE-117",548,0.00137,0,0.0,9,9e-05,0.00146,4.841424226760864
BenchmarkTest00729.java,0,"CWE-79,CWE-116,CWE-807",357,0.0008925,0,0.0,13,0.00013,0.0010225,4.650302886962891
BenchmarkTest00711.java,0,"CWE-79,CWE-16",459,0.0011475,0,0.0,9,9e-05,0.0012375,6.3046159744262695
BenchmarkTest00730.java,0,"CWE-79,CWE-16",436,0.00109,0,0.0,9,9e-05,0.00118,5.009856939315796
BenchmarkTest00731.java,0,CWE-78,469,0.0011725,0,0.0,5,5e-05,0.0012224999999999998,5.028151750564575
BenchmarkTest00734.java,0,"CWE-79,CWE-352,CWE-200,CWE-539",760,0.0019,0,0.0,17,0.00017,0.00207,4.586187839508057
BenchmarkTest00708.java,0,"CWE-327,CWE-79,CWE-22,CWE-117",703,0.0017575,0,0.0,17,0.00017,0.0019275,6.512198209762573
BenchmarkTest00736.java,0,"CWE-614,CWE-79",581,0.0014525,0,0.0,9,9e-05,0.0015425,4.354070663452148
BenchmarkTest00743.java,0,"CWE-78,CWE-20",526,0.001315,0,0.0,9,9e-05,0.001405,4.0555419921875
BenchmarkTest00732.java,0,CWE-78,572,0.00143,0,0.0,5,5e-05,0.00148,4.941877603530884
BenchmarkTest00728.java,0,"CWE-79,CWE-116",361,0.0009025,0,0.0,9,9e-05,0.0009925,5.168893098831177
BenchmarkTest00738.java,0,"CWE-78,CWE-88",585,0.0014625,0,0.0,9,9e-05,0.0015525,4.328954458236694
BenchmarkTest00714.java,0,"CWE-79,CWE-116,CWE-20",362,0.000905,0,0.0,13,0.00013,0.001035,6.2315263748168945
BenchmarkTest00709.java,0,"CWE-22,CWE-78,CWE-79,CWE-89,CWE-117,CWE-256,CWE-327,CWE-601,CWE-732",693,0.0017325,0,0.0,37,0.00037,0.0021025,6.429344892501831
BenchmarkTest00719.java,0,"CWE-79,CWE-116,CWE-20",372,0.00093,0,0.0,13,0.00013,0.00106,5.936740875244141
BenchmarkTest00720.java,0,"CWE-79,CWE-116,CWE-20",438,0.001095,0,0.0,13,0.00013,0.001225,5.613224744796753
BenchmarkTest00746.java,0,"CWE-79,CWE-200,CWE-352",855,0.0021375,0,0.0,13,0.00013,0.0022675,3.8730554580688477
BenchmarkTest00760.java,0,CWE-89,521,0.0013025,0,0.0,5,5e-05,0.0013525,3.630011796951294
BenchmarkTest00753.java,0,"CWE-79,CWE-352,CWE-565,CWE-200",752,0.00188,0,0.0,17,0.00017,0.0020499999999999997,3.6724281311035156
BenchmarkTest00744.java,0,"CWE-79,CWE-565,CWE-327,CWE-200",833,0.0020825,0,0.0,17,0.00017,0.0022525,3.944383382797241
BenchmarkTest00723.java,0,"CWE-79,CWE-116,CWE-113",379,0.0009475,0,0.0,13,0.00013,0.0010775,5.75286865234375
BenchmarkTest00740.java,0,"CWE-78,CWE-20",526,0.001315,0,0.0,9,9e-05,0.001405,4.602336645126343
BenchmarkTest00739.java,0,"CWE-78,CWE-88",581,0.0014525,0,0.0,9,9e-05,0.0015425,4.606332778930664
BenchmarkTest00722.java,0,"CWE-79,CWE-116,CWE-20",441,0.0011025,0,0.0,13,0.00013,0.0012324999999999999,5.802912712097168
BenchmarkTest00762.java,0,"CWE-89,CWE-601,CWE-209",500,0.00125,0,0.0,13,0.00013,0.00138,3.451094388961792
BenchmarkTest00724.java,0,"CWE-79,CWE-116,CWE-113",420,0.00105,0,0.0,13,0.00013,0.0011799999999999998,5.790772438049316
BenchmarkTest00764.java,0,"CWE-89,CWE-79",475,0.0011875,0,0.0,9,9e-05,0.0012775,3.4481594562530518
BenchmarkTest00763.java,0,"CWE-89,CWE-601,CWE-22",543,0.0013575,0,0.0,13,0.00013,0.0014874999999999999,3.473100423812866
BenchmarkTest00747.java,0,"CWE-79,CWE-565,CWE-539,CWE-200",805,0.0020125,0,0.0,17,0.00017,0.0021825,4.251816749572754
BenchmarkTest00765.java,0,"CWE-89,CWE-79",506,0.001265,0,0.0,9,9e-05,0.001355,1.9281673431396484
BenchmarkTest00733.java,0,"CWE-79,CWE-352,CWE-200,CWE-539",721,0.0018025,0,0.0,17,0.00017,0.0019725000000000003,5.174203872680664
BenchmarkTest00742.java,0,"CWE-78,CWE-20,CWE-117",572,0.00143,0,0.0,13,0.00013,0.00156,4.503347873687744
BenchmarkTest00749.java,0,"CWE-79,CWE-352,CWE-200,CWE-539",782,0.001955,0,0.0,17,0.00017,0.002125,4.2511773109436035
BenchmarkTest00761.java,0,CWE-89,523,0.0013075,0,0.0,5,5e-05,0.0013575,3.5176162719726562
BenchmarkTest00750.java,0,"CWE-79,CWE-352,CWE-539,CWE-565",788,0.00197,0,0.0,17,0.00017,0.00214,4.273168087005615
BenchmarkTest00769.java,0,"CWE-89,CWE-79",539,0.0013475,0,0.0,9,9e-05,0.0014375,1.4891371726989746
BenchmarkTest00751.java,0,"CWE-79,CWE-327,CWE-352,CWE-200",763,0.0019075,0,0.0,17,0.00017,0.0020775,4.172847509384155
BenchmarkTest00768.java,0,"CWE-89,CWE-79",524,0.00131,0,0.0,9,9e-05,0.0014,1.4971349239349365
BenchmarkTest00737.java,0,"CWE-79,CWE-117",557,0.0013925,0,0.0,9,9e-05,0.0014825,4.8153698444366455
BenchmarkTest00766.java,0,"CWE-89,CWE-79",506,0.001265,0,0.0,9,9e-05,0.001355,1.5081379413604736
BenchmarkTest00767.java,0,"CWE-89,CWE-601,CWE-116",567,0.0014175,0,0.0,13,0.00013,0.0015474999999999998,1.5306568145751953
