file_name,is_real_vulnerability,error,correct_cwe,matched_cwe,direct_match,tp,fp,tn,fn,found_cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00353.java,0,0,CWE-327,,,0,0,1,0,CWE-209,840,0.00021,2176,0.004352,14,2.8e-05,0.00459,18.24500703811645
BenchmarkTest00354.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-326,CWE-200",826,0.0002065,1664,0.003328,22,4.4e-05,0.0035785,15.53100609779358
BenchmarkTest00355.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200,CWE-209",1001,0.00025025,1984,0.003968,22,4.4e-05,0.0042622499999999,18.720050811767575
BenchmarkTest00356.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",814,0.0002035,1984,0.003968,18,3.6e-05,0.0042074999999999,13.961392641067505
BenchmarkTest00357.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-209",776,0.000194,2240,0.00448,19,3.8e-05,0.0047119999999999,19.25235152244568
BenchmarkTest00358.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-209",790,0.0001975,2240,0.00448,18,3.6e-05,0.0047134999999999,17.44760298728943
BenchmarkTest00359.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-73,CWE-22,CWE-200",422,0.0001055,704,0.001408,22,4.4e-05,0.0015574999999999,7.6473634243011475
BenchmarkTest00360.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",590,0.0001475,896,0.001792,18,3.6e-05,0.0019755,8.987262964248657
BenchmarkTest00361.java,0,0,CWE-22,,,0,0,1,0,CWE-200,574,0.0001435,1152,0.002304,14,2.8e-05,0.0024755,10.916055917739868
BenchmarkTest00362.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-73,CWE-200",438,0.0001095,832,0.001664,22,4.4e-05,0.0018174999999999,7.4851109981536865
BenchmarkTest00363.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-117,CWE-200",399,9.975e-05,1152,0.002304,22,4.4e-05,0.00244775,11.06764817237854
BenchmarkTest00364.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,506,0.0001265,1088,0.002176,12,2.4e-05,0.0023265,11.113633155822754
BenchmarkTest00365.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,659,0.00016475,1088,0.002176,12,2.4e-05,0.00236475,9.545600175857544
BenchmarkTest00366.java,0,0,CWE-22,,,0,0,1,0,CWE-200,639,0.00015975,1408,0.002816,14,2.8e-05,0.00300375,10.353122472763062
BenchmarkTest00367.java,0,0,CWE-90,,,0,0,1,0,"CWE-79,CWE-200",935,0.00023375,1536,0.003072,18,3.6e-05,0.00334175,14.093840837478638
BenchmarkTest00368.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-338,CWE-200,CWE-330",676,0.000169,1728,0.003456,22,4.4e-05,0.003669,16.13987398147583
BenchmarkTest00369.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-200",701,0.00017525,1536,0.003072,18,3.6e-05,0.00328325,14.98164129257202
BenchmarkTest00370.java,0,0,CWE-328,,,0,0,1,0,"CWE-200,CWE-759,CWE-400",809,0.00020225,2112,0.004224,22,4.4e-05,0.00447025,14.81661820411682
BenchmarkTest00371.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-759",758,0.0001895,1536,0.003072,18,3.6e-05,0.0032975,13.698554754257202
BenchmarkTest00372.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-200",685,0.00017125,1728,0.003456,18,3.6e-05,0.00366325,16.348751544952393
BenchmarkTest00373.java,0,0,CWE-328,,,0,0,1,0,Not vulnerable,692,0.000173,1280,0.00256,12,2.4e-05,0.002757,11.911324501037598
BenchmarkTest00374.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-200,CWE-276",732,0.000183,1792,0.003584,22,4.4e-05,0.003811,22.9321026802063
BenchmarkTest00375.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",339,8.475e-05,832,0.001664,18,3.6e-05,0.0017847499999999,10.371713399887083
BenchmarkTest00376.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-116",359,8.975e-05,576,0.001152,18,3.6e-05,0.00127775,6.590971946716309
BenchmarkTest00377.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,396,9.9e-05,640,0.00128,12,2.4e-05,0.001403,6.884858131408691
BenchmarkTest00378.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",343,8.575e-05,640,0.00128,18,3.6e-05,0.00140175,7.571213960647583
BenchmarkTest00379.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,544,0.000136,1216,0.002432,12,2.4e-05,0.002592,10.9366774559021
BenchmarkTest00380.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,399,9.975e-05,320,0.00064,14,2.8e-05,0.00076775,4.435827732086182
BenchmarkTest00381.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,346,8.65e-05,896,0.001792,12,2.4e-05,0.0019025,9.261872053146362
BenchmarkTest00382.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",388,9.7e-05,576,0.001152,18,3.6e-05,0.001285,5.688477039337158
BenchmarkTest00383.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",545,0.00013625,640,0.00128,18,3.6e-05,0.00145225,6.594169855117798
BenchmarkTest00384.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",351,8.775e-05,832,0.001664,18,3.6e-05,0.0017877499999999,10.7433180809021
BenchmarkTest00385.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,550,0.0001375,960,0.00192,14,2.8e-05,0.0020854999999999,8.040510654449463
BenchmarkTest00386.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,430,0.0001075,640,0.00128,12,2.4e-05,0.0014115,7.94970703125
BenchmarkTest00387.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,339,8.475e-05,384,0.000768,14,2.8e-05,0.00088075,7.214419841766357
BenchmarkTest00388.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,333,8.325e-05,448,0.000896,14,2.8e-05,0.00100725,6.89603853225708
BenchmarkTest00389.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,316,7.9e-05,1024,0.002048,12,2.4e-05,0.002151,9.557923555374146
BenchmarkTest00390.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,355,8.875e-05,1088,0.002176,14,2.8e-05,0.0022927499999999,17.091113090515137
BenchmarkTest00391.java,0,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79,324,8.1e-05,1344,0.002688,14,2.8e-05,0.0027969999999999,13.10344386100769
BenchmarkTest00392.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,394,9.85e-05,512,0.001024,14,2.8e-05,0.0011505,7.136315107345581
BenchmarkTest00393.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,338,8.45e-05,384,0.000768,12,2.4e-05,0.0008765,6.457216739654541
BenchmarkTest00394.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,407,0.00010175,768,0.001536,12,2.4e-05,0.00166175,11.007391214370728
BenchmarkTest00395.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,349,8.725e-05,640,0.00128,14,2.8e-05,0.00139525,8.712224006652832
BenchmarkTest00396.java,0,0,CWE-78,,,0,0,1,0,CWE-400,490,0.0001225,1024,0.002048,14,2.8e-05,0.0021984999999999,11.377981185913086
BenchmarkTest00397.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-200",708,0.000177,1600,0.0032,18,3.6e-05,0.003413,17.046745538711548
BenchmarkTest00398.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-338,CWE-200,CWE-330,CWE-476",772,0.000193,2368,0.004736,26,5.2e-05,0.0049809999999999,18.03194522857666
BenchmarkTest00399.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,906,0.0002265,1152,0.002304,14,2.8e-05,0.0025585,11.483279943466188
BenchmarkTest00400.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-200",768,0.000192,1664,0.003328,18,3.6e-05,0.0035559999999999,15.55506420135498
BenchmarkTest00401.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-338",703,0.00017575,2048,0.004096,18,3.6e-05,0.0043077499999999,27.977631092071533
BenchmarkTest00402.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-338,CWE-200",705,0.00017625,1728,0.003456,22,4.4e-05,0.00367625,15.97780442237854
BenchmarkTest00403.java,1,0,CWE-614,CWE-614,1,1,0,0,0,"CWE-614,CWE-113",554,0.0001385,1088,0.002176,18,3.6e-05,0.0023505,10.37994647026062
BenchmarkTest00404.java,0,0,CWE-614,,,0,0,1,0,CWE-113,573,0.00014325,1216,0.002432,14,2.8e-05,0.00260325,13.000154495239258
BenchmarkTest00405.java,0,0,CWE-614,,,0,0,1,0,CWE-113,560,0.00014,1664,0.003328,14,2.8e-05,0.0034959999999999,16.907967567443848
BenchmarkTest00406.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,558,0.0001395,512,0.001024,12,2.4e-05,0.0011875,6.980468511581421
BenchmarkTest00407.java,1,0,CWE-78,CWE-78,1,1,0,0,0,CWE-78,587,0.00014675,960,0.00192,14,2.8e-05,0.00209475,13.086348533630373
BenchmarkTest00408.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,559,0.00013975,832,0.001664,12,2.4e-05,0.0018277499999999,8.127248048782349
BenchmarkTest00409.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-79",627,0.00015675,1152,0.002304,18,3.6e-05,0.00249675,12.914364099502563
BenchmarkTest00410.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,507,0.00012675,640,0.00128,12,2.4e-05,0.00143075,7.475248336791992
BenchmarkTest00411.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,642,0.0001605,896,0.001792,12,2.4e-05,0.0019765,14.413959264755247
BenchmarkTest00412.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,487,0.00012175,768,0.001536,12,2.4e-05,0.0016817499999999,10.494950294494627
BenchmarkTest00413.java,0,0,CWE-330,,,0,0,1,0,Not vulnerable,834,0.0002085,1792,0.003584,12,2.4e-05,0.0038165,17.660992860794067
BenchmarkTest00414.java,0,0,CWE-330,,,0,0,1,0,CWE-200,857,0.00021425,1536,0.003072,14,2.8e-05,0.00331425,15.037670135498049
BenchmarkTest00415.java,0,0,CWE-330,CWE-338,0,0,1,0,0,"CWE-200,CWE-338",770,0.0001925,2752,0.005504,18,3.6e-05,0.0057325,21.732810735702515
BenchmarkTest00416.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-200,CWE-330",834,0.0002085,1408,0.002816,18,3.6e-05,0.0030605,14.480709552764893
BenchmarkTest00417.java,0,0,CWE-330,,,0,0,1,0,CWE-200,780,0.000195,2112,0.004224,14,2.8e-05,0.004447,18.65559315681457
BenchmarkTest00418.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-200,CWE-330",742,0.0001855,2240,0.00448,18,3.6e-05,0.0047014999999999,18.6985981464386
BenchmarkTest00419.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-200,CWE-330",783,0.00019575,1792,0.003584,18,3.6e-05,0.00381575,18.558695316314697
BenchmarkTest00420.java,0,0,CWE-330,,,0,0,1,0,Not vulnerable,753,0.00018825,1792,0.003584,12,2.4e-05,0.00379625,17.360610246658325
BenchmarkTest00421.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-330,CWE-200",715,0.00017875,1920,0.00384,18,3.6e-05,0.0040547499999999,15.138296604156494
BenchmarkTest00422.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-200,CWE-330",739,0.00018475,2112,0.004224,18,3.6e-05,0.00444475,16.574323177337646
BenchmarkTest00423.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-200,CWE-330,CWE-113",729,0.00018225,1600,0.0032,22,4.4e-05,0.00342625,18.607245445251465
BenchmarkTest00428.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,486,0.0001215,576,0.001152,14,2.8e-05,0.0013015,9.251675367355348
BenchmarkTest00429.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,491,0.00012275,512,0.001024,14,2.8e-05,0.00117475,6.5451295375823975
BenchmarkTest00430.java,0,0,CWE-89,,,0,0,1,0,CWE-209,488,0.000122,1600,0.0032,14,2.8e-05,0.00335,14.8332941532135
BenchmarkTest00431.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",609,0.00015225,1088,0.002176,18,3.6e-05,0.00236425,12.50027847290039
BenchmarkTest00432.java,0,0,CWE-89,,,0,0,1,0,"CWE-200,CWE-209",568,0.000142,1536,0.003072,18,3.6e-05,0.00325,13.122078895568848
BenchmarkTest00433.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,532,0.000133,896,0.001792,14,2.8e-05,0.001953,11.317753076553345
BenchmarkTest00434.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",458,0.0001145,704,0.001408,18,3.6e-05,0.0015585,8.317901849746704
BenchmarkTest00435.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",497,0.00012425,1152,0.002304,18,3.6e-05,0.00246425,14.526447534561155
BenchmarkTest00436.java,0,0,CWE-89,,,0,0,1,0,"CWE-200,CWE-798",437,0.00010925,1472,0.002944,18,3.6e-05,0.00308925,13.999305486679075
BenchmarkTest00437.java,0,0,CWE-89,,,0,0,1,0,"CWE-200,CWE-209",446,0.0001115,1472,0.002944,18,3.6e-05,0.0030915,18.14974570274353
BenchmarkTest00438.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",440,0.00011,1088,0.002176,18,3.6e-05,0.002322,9.84859561920166
BenchmarkTest00439.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,409,0.00010225,448,0.000896,14,2.8e-05,0.00102625,6.705358028411865
BenchmarkTest00440.java,0,0,CWE-89,,,0,0,1,0,Not vulnerable,517,0.00012925,1152,0.002304,12,2.4e-05,0.00245725,12.480265855789185
BenchmarkTest00441.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-79",440,0.00011,960,0.00192,18,3.6e-05,0.002066,9.469160318374634
BenchmarkTest00442.java,1,0,CWE-643,CWE-643,1,1,0,0,0,"CWE-643,CWE-79",587,0.00014675,1728,0.003456,18,3.6e-05,0.00363875,14.67282223701477
BenchmarkTest00443.java,0,0,CWE-327,,,0,0,1,0,"CWE-200,CWE-209,CWE-922",1115,0.00027875,2752,0.005504,22,4.4e-05,0.00582675,19.80016326904297
BenchmarkTest00444.java,0,0,CWE-327,,,0,0,1,0,"CWE-209,CWE-400,CWE-200",779,0.00019475,2240,0.00448,22,4.4e-05,0.0047187499999999,21.15740180015564
BenchmarkTest00445.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",1044,0.000261,1856,0.003712,18,3.6e-05,0.0040089999999999,18.58650231361389
BenchmarkTest00446.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200,CWE-209",860,0.000215,1216,0.002432,22,4.4e-05,0.002691,12.003017663955688
BenchmarkTest00447.java,0,0,CWE-327,,,0,0,1,0,"CWE-200,CWE-209",863,0.00021575,1920,0.00384,19,3.8e-05,0.00409375,18.83145523071289
BenchmarkTest00448.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-326,CWE-200,CWE-209",849,0.00021225,1920,0.00384,26,5.2e-05,0.00410425,18.574206829071045
BenchmarkTest00449.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200,CWE-209",846,0.0002115,1280,0.00256,22,4.4e-05,0.0028155,11.969529628753662
BenchmarkTest00450.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-209,CWE-200",1029,0.00025725,1664,0.003328,22,4.4e-05,0.00362925,15.102771759033203
BenchmarkTest00451.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-209",845,0.00021125,2432,0.004864,18,3.6e-05,0.0051112499999999,17.940918922424316
BenchmarkTest00452.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",484,0.000121,768,0.001536,18,3.6e-05,0.001693,8.451624631881714
BenchmarkTest00453.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",619,0.00015475,1216,0.002432,18,3.6e-05,0.00262275,13.015166997909546
BenchmarkTest00454.java,0,0,CWE-22,,,0,0,1,0,"CWE-200,CWE-209,CWE-532",613,0.00015325,1280,0.00256,22,4.4e-05,0.00275725,9.864792585372925
BenchmarkTest00455.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",567,0.00014175,1024,0.002048,18,3.6e-05,0.00222575,10.401766061782835
BenchmarkTest00456.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",607,0.00015175,704,0.001408,18,3.6e-05,0.00159575,6.082479000091553
BenchmarkTest00457.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-73",536,0.000134,640,0.00128,18,3.6e-05,0.00145,7.194767475128174
BenchmarkTest00458.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,557,0.00013925,768,0.001536,12,2.4e-05,0.00169925,10.393833875656128
BenchmarkTest00459.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-36,CWE-73",512,0.000128,960,0.00192,22,4.4e-05,0.002092,9.354220390319824
BenchmarkTest00460.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,822,0.0002055,576,0.001152,12,2.4e-05,0.0013815,5.221708059310913
BenchmarkTest00461.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-200",715,0.00017875,1728,0.003456,18,3.6e-05,0.00367075,16.128819704055786
BenchmarkTest00462.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-759",873,0.00021825,1600,0.0032,18,3.6e-05,0.00345425,14.48360300064087
BenchmarkTest00463.java,0,0,CWE-328,,,0,0,1,0,"CWE-200,CWE-400,CWE-532",821,0.00020525,2368,0.004736,21,4.2e-05,0.00498325,17.014408349990845
BenchmarkTest00464.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-759",790,0.0001975,1728,0.003456,18,3.6e-05,0.0036895,13.442923545837402
BenchmarkTest00465.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-200,CWE-312",726,0.0001815,1856,0.003712,22,4.4e-05,0.0039375,13.146578311920166
BenchmarkTest00466.java,0,0,CWE-328,CWE-327,0,0,1,0,0,"CWE-200,CWE-327",824,0.000206,2112,0.004224,18,3.6e-05,0.0044659999999999,14.270384788513184
BenchmarkTest00467.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",443,0.00011075,704,0.001408,18,3.6e-05,0.00155475,7.698271512985229
BenchmarkTest00468.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,458,0.0001145,640,0.00128,12,2.4e-05,0.0014185,6.655906677246094
BenchmarkTest00469.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,384,9.6e-05,704,0.001408,12,2.4e-05,0.0015279999999999,6.293043613433838
BenchmarkTest00470.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,574,0.0001435,512,0.001024,12,2.4e-05,0.0011914999999999,6.0637383460998535
BenchmarkTest00471.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,378,9.45e-05,960,0.00192,12,2.4e-05,0.0020385,8.313935041427612
BenchmarkTest00472.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,396,9.9e-05,704,0.001408,14,2.8e-05,0.001535,6.304069519042969
BenchmarkTest00473.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",401,0.00010025,576,0.001152,18,3.6e-05,0.00128825,7.328864097595215
BenchmarkTest00474.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,351,8.775e-05,1088,0.002176,12,2.4e-05,0.00228775,9.144920349121094
BenchmarkTest00475.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,373,9.325e-05,512,0.001024,14,2.8e-05,0.00114525,4.882584810256958
BenchmarkTest00476.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,371,9.275e-05,576,0.001152,12,2.4e-05,0.00126875,6.056011199951172
BenchmarkTest00477.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,363,9.075e-05,448,0.000896,14,2.8e-05,0.00101475,6.365613222122192
BenchmarkTest00478.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,391,9.775e-05,704,0.001408,14,2.8e-05,0.00153375,7.076257944107056
BenchmarkTest00479.java,0,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79,386,9.65e-05,1216,0.002432,14,2.8e-05,0.0025564999999999,10.968336582183838
BenchmarkTest00480.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-79",519,0.00012975,576,0.001152,18,3.6e-05,0.00131775,6.98879599571228
BenchmarkTest00481.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,516,0.000129,384,0.000768,12,2.4e-05,0.000921,4.621962308883667
BenchmarkTest00482.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-200",722,0.0001805,1664,0.003328,18,3.6e-05,0.0035445,13.244481801986694
BenchmarkTest00483.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-200,CWE-476,CWE-287",755,0.00018875,2304,0.004608,26,5.2e-05,0.00484875,15.54339861869812
BenchmarkTest00484.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-200,CWE-330,CWE-338",738,0.0001845,2048,0.004096,22,4.4e-05,0.0043244999999999,18.097407579422
BenchmarkTest00485.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-338,CWE-200",713,0.00017825,1344,0.002688,22,4.4e-05,0.00291025,14.55663561820984
BenchmarkTest00486.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-200",685,0.00017125,2176,0.004352,18,3.6e-05,0.00455925,14.800904273986816
BenchmarkTest00487.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-200",767,0.00019175,1600,0.0032,18,3.6e-05,0.00342775,12.438070297241213
BenchmarkTest00488.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-200",745,0.00018625,1216,0.002432,18,3.6e-05,0.00265425,14.660467386245728
BenchmarkTest00489.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-200",772,0.000193,1408,0.002816,18,3.6e-05,0.003045,12.235413551330566
BenchmarkTest00490.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-200,CWE-330",752,0.000188,1408,0.002816,18,3.6e-05,0.0030399999999999,14.45597219467163
BenchmarkTest00491.java,1,0,CWE-614,CWE-614,1,1,0,0,0,"CWE-614,CWE-319",618,0.0001545,1664,0.003328,18,3.6e-05,0.0035185,15.904524326324465
BenchmarkTest00492.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,375,9.375e-05,640,0.00128,14,2.8e-05,0.00140175,6.250012159347534
BenchmarkTest00493.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,449,0.00011225,512,0.001024,12,2.4e-05,0.0011602499999999,6.533964395523071
BenchmarkTest00494.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,623,0.00015575,832,0.001664,12,2.4e-05,0.00184375,8.160736322402954
BenchmarkTest00495.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-427",511,0.00012775,1216,0.002432,18,3.6e-05,0.00259575,10.815190076828005
BenchmarkTest00496.java,1,0,CWE-78,,,0,0,0,1,"CWE-427,CWE-79,CWE-200",493,0.00012325,1984,0.003968,22,4.4e-05,0.00413525,15.265361309051514
BenchmarkTest00497.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-427",537,0.00013425,768,0.001536,18,3.6e-05,0.00170625,8.514776706695557
BenchmarkTest00498.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-427",504,0.000126,832,0.001664,18,3.6e-05,0.001826,8.301855564117432
BenchmarkTest00499.java,1,0,CWE-78,CWE-78,1,1,0,0,0,CWE-78,467,0.00011675,448,0.000896,14,2.8e-05,0.00104075,5.91055703163147
BenchmarkTest00500.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-79",512,0.000128,896,0.001792,19,3.8e-05,0.001958,9.646017789840698
BenchmarkTest00501.java,0,0,CWE-330,,,0,0,1,0,CWE-200,853,0.00021325,1408,0.002816,14,2.8e-05,0.0030572499999999,11.502030372619627
BenchmarkTest00502.java,0,0,CWE-330,,,0,0,1,0,"CWE-200,CWE-352",831,0.00020775,2112,0.004224,18,3.6e-05,0.0044677499999999,17.65915322303772
BenchmarkTest00503.java,0,0,CWE-330,,,0,0,1,0,CWE-200,810,0.0002025,2112,0.004224,14,2.8e-05,0.0044545,18.854613542556763
BenchmarkTest00504.java,0,0,CWE-330,CWE-338,0,0,1,0,0,"CWE-338,CWE-200",753,0.00018825,1344,0.002688,18,3.6e-05,0.00291225,10.451812267303469
BenchmarkTest00505.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-330,CWE-200",834,0.0002085,2304,0.004608,18,3.6e-05,0.0048525,21.57304072380066
BenchmarkTest00506.java,0,0,CWE-330,,,0,0,1,0,Not vulnerable,975,0.00024375,2048,0.004096,12,2.4e-05,0.00436375,29.74065470695496
BenchmarkTest00507.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-113,CWE-200,CWE-330",752,0.000188,2752,0.005504,22,4.4e-05,0.005736,19.96351408958435
BenchmarkTest00509.java,0,0,CWE-89,,,0,0,1,0,"CWE-772,CWE-209",568,0.000142,1088,0.002176,18,3.6e-05,0.002354,10.302990198135376
BenchmarkTest00510.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209,CWE-772",571,0.00014275,896,0.001792,22,4.4e-05,0.00197875,9.674997091293337
BenchmarkTest00511.java,0,0,CWE-89,,,0,0,1,0,"CWE-200,CWE-209",565,0.00014125,896,0.001792,18,3.6e-05,0.00196925,8.00501799583435
BenchmarkTest00512.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,438,0.0001095,384,0.000768,14,2.8e-05,0.0009055,4.545015811920166
BenchmarkTest00513.java,0,0,CWE-89,,,0,0,1,0,Not vulnerable,538,0.0001345,1088,0.002176,12,2.4e-05,0.0023345,10.428343534469604
BenchmarkTest00514.java,0,0,CWE-89,,,0,0,1,0,CWE-209,469,0.00011725,832,0.001664,14,2.8e-05,0.0018092499999999,9.28939414024353
BenchmarkTest00515.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,512,0.000128,832,0.001664,14,2.8e-05,0.00182,8.764370441436768
